when_iso,cycle,scroll_idx,status,size_bytes,friendly_name,doc_id,is_json,is_serp,kind,file_path,url
2025-09-18T11:30:34,0,-1,200,250,MWChatTabInThreadBannerQuery,31838753402382081,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166234137.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:34,0,-1,200,1219,MAWSecureThreadQPContainerQuery,24407836128822485,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166234211.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:34,0,-1,200,10062,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166234271.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:34,0,-1,200,204,fetchMWChatVideoAutoplaySettingQuery,9713919638685405,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166234383.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:34,0,-1,200,146246,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166234774.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:35,0,-1,200,9796,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166235050.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:35,0,-1,200,101396,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166235100.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:35,0,-1,200,2038,useGroupsCometVisitMutation,24736856015951093,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166235285.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:35,0,-1,200,36811,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166235288.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:35,0,-1,200,77726,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166235305.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:35,0,-1,200,118334,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166235318.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:35,0,-1,200,85604,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166235320.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:46,0,-1,200,429992,CometSearchBootstrapKeywordsDataSourceQuery,29156638353980166,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166246546.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:46,0,-1,200,166,RTWebCallBlockSettingHooksQuery,9989124061109700,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166246549.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:46,0,-1,200,2317,useMWEncryptedBackupsFetchBackupIdsV2Query,29473760965600491,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166246550.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:46,0,-1,200,210,MAWVerifyThreadCutover_ContactCapabilities2Query,9948369021930229,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166246551.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:52,0,1,200,824581,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166252134.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:52,0,1,200,15836,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166252136.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:52,0,1,200,36818,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166252137.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:52,0,1,200,109104,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166252139.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:57,0,2,200,482127,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166257443.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:57,0,2,200,23086,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166257445.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:57,0,2,200,21963,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166257446.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:57,0,2,200,747778,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166257455.json,https://www.facebook.com/api/graphql/
2025-09-18T11:30:57,0,2,200,15803,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166257456.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:30:57,0,2,200,29328,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166257458.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:02,0,3,200,758687,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166262748.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:02,0,3,200,15797,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166262750.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:02,0,3,200,28735,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166262752.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:02,0,3,200,8335,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166262753.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:02,0,3,200,425282,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166262758.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:02,0,3,200,15779,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166262761.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:08,0,4,200,15809,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166268103.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:08,0,4,200,918274,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166268118.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:08,0,4,200,30368,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166268120.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:08,0,4,200,744079,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166268127.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:08,0,4,200,25380,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166268129.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:08,0,4,200,27172,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166268130.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:13,0,5,200,7975,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166273158.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:13,0,5,200,706367,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166273416.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:13,0,5,200,24326,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166273418.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:13,0,5,200,18594,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166273419.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:13,0,5,200,15778,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166273420.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:13,0,5,200,810729,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166273429.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:13,0,5,200,32441,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166273431.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:13,0,5,200,30391,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166273432.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:18,0,6,200,777406,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166278727.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:18,0,6,200,10789,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166278730.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:18,0,6,200,28497,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166278731.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:18,0,6,200,30097,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166278732.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:18,0,6,200,24523,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166278733.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:18,0,6,200,699592,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166278740.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:24,0,7,200,52053,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166284032.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:24,0,7,200,20189,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166284036.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:24,0,7,200,925238,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166284061.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:24,0,7,200,21986,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166284064.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:29,0,8,200,57593,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166289107.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:29,0,8,200,730045,GroupsCometFeedRegularStoriesPaginationQuery,31259373653708088,1,0,GraphQL,debug_graphql_cap\session_1758166225023\cycle_00\graphql_1758166289366.json,https://www.facebook.com/api/graphql/
2025-09-18T11:31:29,0,8,200,15791,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166289368.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:29,0,8,200,21167,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166289369.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:34,0,9,200,27554,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166294684.json,https://www.facebook.com/ajax/bulk-route-definitions/
2025-09-18T11:31:34,0,9,200,15787,,,1,0,Route,debug_graphql_cap\session_1758166225023\cycle_00\route_1758166294694.json,https://www.facebook.com/ajax/bulk-route-definitions/
