when_iso,cycle,scroll_idx,status,size_bytes,friendly_name,doc_id,is_json,is_serp,kind,file_path,url
2025-09-19T15:20:46,0,-1,200,998748,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446786.json,"https://static.xx.fbcdn.net/rsrc.php/v5/yv/l/0,cross/0dZWZONVRnrHUp5cIaMS7HzxIesgUIEYdfgQe914iiBfONMKn3YhINqU49pVNahkCk.css?_nc_eui2=AeGd5aTwxZyQ-mlvsgcRqe1Jy2t3BUsPPJbLa3cFSw88lmfyUbVaGhcdAoqcnBjQ9EGSeL4p4uAWL6ip3EumK47P"
2025-09-19T15:20:46,0,-1,200,257796,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446801.json,https://static.xx.fbcdn.net/rsrc.php/v4idYv4/yT/l/en_GB-j/EFnz8gwLBQ5.js?_nc_eui2=AeENiLcelEsRXknMT2BvQVN-8syQ8fJKfIbyzJDx8kp8hjXCi5mCZPHLMfZ8fkt4JUEUkTz72B36Wg5o4Ue-ir3b
2025-09-19T15:20:46,0,-1,200,286034,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446807.json,https://static.xx.fbcdn.net/rsrc.php/v4/yW/r/viHqVFvzl0J.js?_nc_eui2=AeGK0ZB0GNKthkNLx5572zzmFa3e_jm2bQAVrd7-ObZtAM_cSTkEJFVCiX2MdMt4FTukZJHYYYcGg7KdmgVSvEQm
2025-09-19T15:20:46,0,-1,200,237883,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446827.json,https://static.xx.fbcdn.net/rsrc.php/v4iL3l4/yG/l/en_GB-j/hsFdQHi9_Dl8YL1W9WF5c5vri_jk3qt-FP5l1G8EvUfgQlYxI4_IEKFskk1zBVvVOeKrJIxWnaac23kv_G645ID8fBNOCuXUUXLlvaojAsFwr6IAqkaiye5bwF2686VEZWgThvyfI0_ZFB7ACz4JoOH_ySalC6QNqq4CnOR7-8fx1XpYnKqs6Gy97fl8zlo7bD-Xlq51Xempw6Otwa3lLxPV2MSFxnd6eXtG0i30-VjbAw2bdwOhW-B71nef8NBlIQcLn7CQs2_80AaZ3WW1bSRxfzZf0ZuAnYAFR_Y2efuFZO4v9aC1zi95_wmB-51CSqaxkgR2mG.js?_nc_eui2=AeE9JTh08Sv_zR3Zw-Iwt7l84O7Tnkxt9rLg7tOeTG32srzs1QIPT96dIKcKI0VWbXNRoX9T2sU8VQyrb40QFVjO
2025-09-19T15:20:46,0,-1,200,430606,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446832.json,https://static.xx.fbcdn.net/rsrc.php/v4ijsJ4/yD/l/en_GB-j/U37G1e5Pq6N_a1n1pBCEO1dOFJ_n7Ce4r1ECsPVGOeZ_hqO4PlP5e8MXWLPdESzLZa4ejuq8jFlpLxAc3ZsBB8gbOMaeooX_vAoAN_Ag-Nta7oOyGcx6wXducv_ikb27SJ1QGARu8VOqyPAVZqxDSZp6bhsgjsPM136AQ6lFErx_vYOHCMFouZxAkN_qb7d3GMLiS4nfbiMkjXeVA94kW5js2g-I3n7RkulzH_cw8HfVMdpTXH4p-eGWYO990nDpw5iCmS7egAg_ZKaauVRQChxlaeX_b090jMCBUi1yBkqH0DdU4c2TnwhumSvAY6HAivdcbD4KCW.js?_nc_eui2=AeF2g4B5npWJ6mH8wRnHL2uTMUIO5GusirUxQg7ka6yKtSwlAKvjLVl2AY6sDShKC8AjTijulZKhmvdVuvppM4os
2025-09-19T15:20:46,0,-1,200,802272,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446842.json,https://static.xx.fbcdn.net/rsrc.php/v4ivXg4/yP/l/en_GB-j/s13YCf4hYYiICeFEHV9nv4g-SgQDQg1CLaB597Sgq_PB3IxiNg1dLRThLUzRCFjC0kfQBV5Gd0964NJ7K0eHIwvTl7T30L9WREHoxKBIPB_EoPcIQQGgAtN1LI139jLJe0t82pYKIALi-k8GyWiLAsc9hyCcHtafrq4VkRyu9OqU2S9LdTyHj1pV9FGV16xfpUpJ4u2IYag518GaZsa9wLvtPCsKt1_2XoYhkqpH0orOoYoNhmxdIXPk-A1zK5JWEiz8RMho0zkhHyHNCbQpfVCjH2EZWSYzv3dKzOi1WsuwtheC9kDiUhC4MWuBI1RyGsPB0Bk4qr.js?_nc_eui2=AeGRC8IqF2AqC01WhY9GmaDbEwfoj1nu4TwTB-iPWe7hPCaCWiNq6SDG8ESm21xOJeaM-BBkwMGZatUkdkg5DcJU
2025-09-19T15:20:46,0,-1,200,155168,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446858.json,https://static.xx.fbcdn.net/rsrc.php/v4iHCF4/yF/l/en_GB-j/X26sOCdEXXA.js?_nc_eui2=AeFm8Wq8eThe8wU-jm4IQnWbQi_XG5Wtf4pCL9cbla1_it33xYOaPUq9Q8qd8g1Qfice_5zN8AmLyn3xON9PiOsj
2025-09-19T15:20:46,0,-1,200,934814,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266446871.json,https://static.xx.fbcdn.net/rsrc.php/v4iAaN4/yL/l/en_GB-j/taR48NMGKMhVQtKV5JDm1v9eY1M15xUIyqs7uBk-ebr_whKT-n6sxj9j8XIOFxtj-lImJ_e5txwsgfL4KY8o27txi1vs-fBakWxiY_BK1IKMvz0OfWqrQwdan-w58zvHkBNeFuWRq7NSvaPMfokDUQ5TsZvQ1QWuBanH_iDluBnhgn0PLx1QrtTp3raf1nzTE4-naV7jrk-0-ggXdW52QxdfeFckRUYdgJTeBQnWU-1u6CWoienDUtPCM_bJFfdQ228dBgfutMuZ3X0tH813KQ-i763Gzv6qNyorvgV9a-rzrU66Y80lBpIRax9GzXMEw-wdjBg5HW.js?_nc_eui2=AeGXSr_ooP38oYbtEsK5vedgvK4deBZGMYS8rh14FkYxhCtwG5NFxlNBRi1NsEmv8tyEm9RNtKRcsBt-GmV2IrmN
2025-09-19T15:20:47,0,-1,200,2775193,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266447016.json,https://static.xx.fbcdn.net/rsrc.php/v4iud34/y6/l/en_GB-j/5Uf-vssImsP6Ro0plRe5jGvyO7T9PMwonHECI_J7xdVqEUyeIDB11Gf1Aa0BbZUW_lRDC0zALv0IyvpytOFEpowSQk_JMLcvfxM3u5NMZ6jusa5Av0TvsY-V6neCnQkT_Lawsy3pUH5k3x5yqcpAniQg1JEdTBuZK4mNFM0gE41TfiwTFJReyY6lCi7nZSVt4ScUVWMRLEeaI2jL6ds_6lGQqeMRzZs8NvAB2fvG4DZei6JrNyLJeb-ndhWRKVGfiEPX5G6TJ5wMoRrhzURowcDF3H90Pvx2IMRK1BLuS256jJQgX34jtbhDN3sVrkrxIxhLJQxbMx.js?_nc_eui2=AeEPFTwHXbRmF8zqmspbZ0KIL28ZZirDQ_ovbxlmKsND-iv_gbLBXQHKO1fRZ-j-HbxGvvVJLiyzp6FmWlAo_ebr
2025-09-19T15:20:47,0,-1,200,94,,,1,0,Route,debug_graphql_cap\session_1758266445565\cycle_00\other_1758266447022.json,https://www.facebook.com/ajax/qm/?__a=1&__user=100041217482004&__comet_req=15&jazoest=25521
